kda,assists,deaths,denies,game_mode,gpm,hero_damage,hero_id,kills,last_hits,leaver_status,level,match_id,player_slot,steam_id,total_gold,tower_damage,win,xpm
,8,12,5,3,254,15298,21,0,45,0,15,4203389431,132,198609686,7289,40,0,382
,23,9,3,3,473,27879,110,6,147,0,25,4202901337,0,168730892,19590,290,1,654
,12,15,6,3,325,9912,26,4,60,0,18,4202901337,1,136196671,13460,0,1,346
,11,10,7,3,570,22006,25,12,303,0,25,4202901337,2,196799469,23607,3163,1,688
,19,5,9,3,525,28116,63,11,209,0,25,4202901337,3,136099804,21743,3687,1,706
,13,7,3,3,615,23368,12,12,293,0,25,4202901337,4,135389630,25471,3756,1,701
,25,6,7,3,425,19160,78,1,184,0,24,4202901337,128,287516188,17602,2843,0,625
,12,13,2,3,619,27801,17,16,292,0,25,4202901337,129,176552562,25636,3787,0,794
,13,9,7,3,552,24502,114,8,277,0,24,4202901337,130,288081116,22862,4379,0,653
,20,7,5,3,534,24996,5,11,135,0,25,4202901337,131,126694445,22116,1349,0,776
,22,10,3,3,347,10728,85,9,46,0,23,4202901337,132,142824517,14371,844,0,587
,13,11,3,3,235,11126,86,1,25,0,14,4202847480,0,176216759,6540,0,0,349
,9,8,5,3,431,12007,114,4,139,0,19,4202847480,1,397102785,11996,537,0,582
,8,8,6,3,331,8447,97,3,99,0,16,4202847480,2,168730892,9212,0,0,435
,15,10,2,3,251,7391,3,4,28,0,14,4202847480,3,134940378,6986,0,0,328
,9,4,7,3,402,17741,19,5,132,0,18,4202847480,4,302425972,11189,0,0,519
,12,3,28,3,510,21184,70,10,111,0,19,4202847480,128,201303725,14195,1734,1,567
,9,4,28,3,622,17589,59,11,184,0,20,4202847480,129,205139756,17312,12554,1,625
,21,6,1,3,330,12629,14,5,13,0,19,4202847480,130,176195646,9185,935,1,562
,16,5,3,3,300,3401,83,2,21,0,14,4202847480,131,116789728,8350,419,1,327
,11,4,18,3,659,30447,36,13,192,0,21,4202847480,132,180761007,18342,3797,1,666
,4,1,13,3,544,7822,22,6,74,0,13,4202689289,0,,6555,43,1,661
,5,0,7,3,460,3212,2,3,68,0,9,4202689289,1,168730892,5543,297,1,357
,6,0,4,3,321,4986,121,3,12,0,8,4202689289,2,855369696,3868,169,1,301
,3,1,2,3,402,3071,109,1,73,0,8,4202689289,3,422089909,4844,243,1,339
,2,1,1,3,353,5318,21,3,24,0,7,4202689289,4,,4253,43,1,288
,1,5,6,3,304,1489,114,0,40,1,7,4202689289,128,452376367,3663,0,0,263
,2,3,0,3,149,2362,58,0,10,3,5,4202689289,129,227485051,1795,248,0,171
,1,4,21,3,376,3607,36,0,75,1,9,4202689289,130,252244084,4530,54,0,361
,0,4,0,3,156,4984,112,1,3,1,6,4202689289,131,143151785,1879,11,0,206
,0,1,0,3,562,3254,25,2,45,1,10,4202689289,132,413488626,6772,451,0,444
,7,3,2,3,565,15754,2,15,100,0,16,4202651042,0,168730892,12627,1315,1,560
,5,2,17,3,542,2929,12,1,182,0,15,4202651042,1,252244084,12113,7307,1,489
,22,4,5,3,379,12086,7,3,42,0,14,4202651042,2,86849883,8470,227,1,430
,11,1,0,3,307,7766,111,4,15,0,13,4202651042,3,143151785,6861,689,1,392
,5,1,5,3,552,7698,36,5,156,0,16,4202651042,4,152095304,12337,3044,1,541
,2,5,4,3,192,7375,79,1,25,0,9,4202651042,128,356217939,4291,0,0,191
,4,5,14,3,310,5563,56,1,92,0,12,4202651042,129,116409474,6928,411,0,327
,3,7,0,3,201,4946,84,2,12,0,12,4202651042,130,413488626,4492,33,0,313
,1,4,9,3,414,3864,48,2,151,0,16,4202651042,131,471538399,9252,0,0,534
,1,7,16,3,440,19389,45,4,116,0,15,4202651042,132,855369696,9834,1654,0,497
,22,12,1,3,308,12566,68,3,33,0,20,4205424488,0,397194466,15127,0,0,347
,9,6,37,3,581,25657,10,5,427,0,25,4205424488,1,262367336,28536,6463,0,597
,11,13,22,3,309,15294,51,5,77,0,22,4205424488,2,382080900,15177,0,0,445
,13,11,11,3,399,28962,19,8,189,0,25,4205424488,3,,19597,1087,0,603
,15,7,8,3,610,49856,17,13,457,0,25,4205424488,4,210287979,29961,631,0,749
,21,8,7,3,308,5902,83,1,70,0,23,4205424488,128,124168390,15127,1804,1,479
,19,12,1,3,328,6525,7,1,134,0,23,4205424488,129,134972389,16110,1235,1,468
,26,6,5,3,540,31621,106,10,287,0,25,4205424488,130,179603165,26523,1277,1,656
,17,6,11,3,694,34544,98,13,437,0,25,4205424488,131,,34086,1935,1,814
,19,4,17,3,650,56299,44,22,296,0,25,4205424488,132,470392491,31925,9807,1,746
,2,7,5,3,309,11027,36,1,190,0,18,4205323765,0,276760024,13894,385,0,312
,3,2,13,3,552,23185,25,6,399,0,25,4205323765,1,142139318,24821,1559,0,647
,2,8,2,3,219,7534,30,2,25,0,15,4205323765,2,397194466,9847,0,0,250
,3,5,9,3,656,27785,109,1,531,0,24,4205323765,3,382225911,29498,2140,0,557
,6,7,2,3,301,12129,45,0,140,0,20,4205323765,4,149081349,13534,2980,0,395
,8,1,7,3,588,20270,23,7,349,0,25,4205323765,128,139460025,26440,434,1,637
,7,3,26,3,605,11983,33,5,263,0,23,4205323765,129,348210175,27204,2523,1,502
,14,1,4,3,376,7169,112,2,96,0,20,4205323765,130,,16907,312,1,378
,12,2,13,3,795,22110,48,12,524,0,25,4205323765,131,342340720,35748,20194,1,733
,13,4,0,3,320,7419,84,2,32,0,21,4205323765,132,114193693,14389,131,1,438
,6,2,17,3,629,12626,36,8,185,0,18,4205182680,0,110719338,15525,2867,1,597
,16,6,0,3,319,10595,100,3,8,0,13,4205182680,1,397194466,7873,62,1,329
,15,7,1,3,341,6206,111,6,20,0,14,4205182680,2,352744238,8417,15,1,363
,11,3,9,3,537,13848,63,6,133,0,18,4205182680,3,135596324,13254,5794,1,621
,6,2,16,3,588,20258,59,13,122,0,17,4205182680,4,150588364,14513,11984,1,548
,8,8,2,3,344,15050,45,4,74,0,13,4205182680,128,892598197,8491,2132,0,310
,11,8,2,3,309,12752,40,1,61,0,12,4205182680,129,105074295,7627,171,0,277
,7,3,1,3,345,12212,106,5,95,0,14,4205182680,130,135188360,8515,0,0,390
,8,12,1,3,236,9404,64,2,33,1,13,4205182680,131,835676420,5825,0,0,323
,6,5,5,3,405,11552,88,8,94,0,15,4205182680,132,103354522,9996,387,0,433
,23,8,20,3,764,51753,8,17,645,0,25,4205028342,0,51684352,45432,4625,1,777
,22,6,18,3,561,57797,19,18,304,0,25,4205028342,1,117960951,33360,3024,1,825
,35,15,1,3,332,18493,79,8,98,0,25,4205028342,2,397194466,19742,17,1,605
,15,11,7,3,554,34371,52,9,405,0,25,4205028342,3,,32944,1143,1,581
,40,11,3,3,479,30194,121,12,125,0,25,4205028342,4,186080700,28484,202,1,602
,20,20,5,3,383,14356,119,8,81,0,25,4205028342,128,86768143,22775,0,0,578
,22,6,10,3,693,42787,12,12,539,0,25,4205028342,129,148713046,41210,10972,0,730
,19,11,14,3,606,77769,34,13,485,0,25,4205028342,130,136353896,36036,0,0,626
,20,16,2,3,417,13864,14,8,135,0,25,4205028342,131,135385809,24797,85,0,544
,17,15,15,3,439,54873,45,10,243,0,25,4205028342,132,334672960,26105,7486,0,558
,8,8,32,3,508,18878,46,8,180,0,17,4204935394,0,426764440,13851,1297,0,512
,5,9,0,3,386,11586,2,7,106,0,16,4204935394,1,,10524,0,0,422
,16,11,0,3,286,11310,121,3,29,0,13,4204935394,2,143920656,7798,42,0,297
,6,8,4,3,383,8785,67,4,130,0,16,4204935394,3,197888290,10443,145,0,433
,10,11,1,3,257,12683,20,4,19,0,11,4204935394,4,397194466,7007,50,0,232
,17,5,3,3,841,16406,73,7,223,0,21,4204935394,128,88470,22931,2936,1,689
,21,4,3,3,549,18514,65,20,121,0,20,4204935394,129,136444495,14969,0,1,671
,11,1,30,3,606,14778,10,13,176,0,19,4204935394,130,854161652,16523,6755,1,593
,19,4,3,3,319,8726,84,4,20,0,16,4204935394,131,107081378,8698,982,1,457
,21,13,3,3,292,7357,75,3,26,0,15,4204935394,132,236048443,7961,0,1,379
,6,13,7,3,337,15761,36,3,205,0,20,4204661300,0,129165040,16608,296,0,353
,10,8,9,3,593,56212,17,9,442,0,25,4204661300,1,129997701,29225,0,0,665
,10,12,1,3,210,9059,26,3,22,0,18,4204661300,2,138868626,10349,0,0,286
,13,12,2,3,328,17385,110,4,98,0,21,4204661300,3,176047313,16164,22,0,406
,10,8,8,3,633,33164,109,6,551,0,25,4204661300,4,334050219,31196,2570,0,589
,26,6,0,3,491,17342,100,6,165,0,25,4204661300,128,222189151,24198,112,1,563
,28,5,1,3,320,7377,50,2,68,0,24,4204661300,129,180286184,15770,228,1,523
,13,6,9,3,609,30336,56,18,289,0,25,4204661300,130,111886687,30013,9108,1,711
,9,3,33,3,725,35486,10,18,419,0,25,4204661300,131,345650410,35730,8259,1,651
,17,5,21,3,521,23011,78,9,281,0,25,4204661300,132,136526273,25676,2332,1,640
,20,8,13,3,534,26873,4,9,292,0,25,4204532887,0,143184616,24243,5197,1,631
,32,11,2,3,431,25290,110,3,110,0,25,4204532887,1,122118212,19567,1504,1,606
,21,6,4,3,594,25489,17,8,402,0,25,4204532887,2,443535543,26967,4144,1,689
,23,9,3,3,394,22514,79,8,93,0,25,4204532887,3,180286184,17887,1577,1,680
,12,5,2,3,549,28666,70,19,242,0,25,4204532887,4,250381736,24924,6488,1,620
,15,12,18,3,453,22831,36,10,204,0,23,4204532887,128,188823392,20566,1001,0,524
,15,12,4,3,381,13596,27,1,180,0,23,4204532887,129,250391064,17297,7261,0,526
,5,9,10,3,494,21886,56,15,217,0,24,4204532887,130,107336061,22427,2200,0,592
,19,8,6,3,322,14800,100,1,70,0,20,4204532887,131,136253705,14618,339,0,393
,14,6,30,3,470,29518,39,12,247,0,24,4204532887,132,172453943,21338,1045,0,579
,9,7,4,3,387,18427,27,3,216,0,25,4203202892,0,180286184,19820,4803,1,550
,5,3,48,3,736,19098,46,3,781,0,25,4203202892,1,189100626,37695,8981,1,740
,8,7,19,3,583,30830,63,5,463,0,25,4203202892,2,852900152,29859,2951,1,678
,9,2,5,3,781,45021,41,8,735,0,25,4203202892,3,382225911,40000,2701,1,784
,7,12,1,3,294,10459,71,5,108,0,20,4203202892,4,138377790,15057,0,1,357
,14,4,19,3,542,33734,4,11,327,0,25,4203202892,128,174450569,27759,33,0,659
,16,5,2,3,424,21272,110,4,204,0,24,4203202892,129,89423756,21715,173,0,491
,9,4,0,3,690,20874,61,10,592,0,25,4203202892,130,,35339,847,0,731
,18,4,4,3,245,12185,102,1,60,0,24,4203202892,131,118373319,12548,0,0,508
,7,7,14,3,487,17761,99,3,358,0,25,4203202892,132,393647059,24942,434,0,566
,1,1,35,3,478,3718,70,1,90,0,12,4203160224,0,138543506,7807,2048,1,412
,2,4,2,3,280,4116,86,1,17,0,8,4203160224,1,138377790,4573,225,1,248
,2,2,11,3,456,3971,59,3,66,0,12,4203160224,2,136099804,7448,3078,1,429
,2,0,21,3,567,3490,109,2,116,0,11,4203160224,3,174450569,9261,6367,1,404
,3,1,4,3,354,8208,50,6,17,0,9,4203160224,4,180286184,5782,1166,1,272
,0,0,2,3,342,981,12,3,98,0,10,4203160224,128,393647059,5586,1323,0,333
,4,4,4,3,204,4624,110,0,30,1,8,4203160224,129,135260138,3332,16,0,223
,4,4,14,3,292,11063,35,0,57,0,10,4203160224,130,136090583,4769,0,0,350
,0,3,7,3,314,4310,19,3,52,0,10,4203160224,131,421181742,5128,0,0,338
,4,3,0,3,222,2018,7,1,11,0,8,4203160224,132,118373319,3626,0,0,238
,23,8,5,3,579,36148,45,16,253,0,25,4202831412,0,136186418,24675,9131,0,687
,22,10,13,3,383,18409,104,4,168,0,21,4202831412,1,113051039,16322,939,0,472
,23,9,20,3,592,46637,67,16,269,0,25,4202831412,2,855369696,25229,1656,0,731
,25,11,1,3,365,12708,26,7,28,0,22,4202831412,3,180286184,15555,145,0,509
,21,11,2,3,440,21922,110,9,96,0,23,4202831412,4,,18751,133,0,554
,24,7,10,3,602,34310,44,11,251,0,25,4202831412,128,470392491,25655,6253,1,837
,13,9,7,3,655,19129,109,7,406,0,24,4202831412,129,104401209,27913,7605,1,593
,25,12,1,3,394,14616,121,7,52,0,23,4202831412,130,256313200,16790,0,1,520
,8,8,6,3,569,30797,70,18,204,0,25,4202831412,131,140178149,24248,1967,1,775
,21,16,2,3,310,15237,88,5,32,0,22,4202831412,132,135385809,13211,0,1,489
,14,3,13,3,484,16415,56,8,149,0,21,4205158147,0,218808750,15568,4447,1,595
,13,4,10,3,481,16984,2,13,144,0,19,4205158147,1,113226925,15472,626,1,513
,17,8,7,3,300,7799,27,3,42,0,16,4205158147,2,138094501,9650,2757,1,376
,20,7,0,3,406,23200,22,8,86,0,21,4205158147,3,185670534,13059,0,1,578
,11,2,8,3,536,12459,114,8,199,0,22,4205158147,4,136266811,17241,1418,1,643
,3,9,7,3,389,9679,70,4,175,0,18,4205158147,128,149366148,12512,0,0,458
,12,9,3,3,231,7750,84,0,24,0,14,4205158147,129,154974084,7430,115,0,284
,3,8,9,3,370,11088,17,4,178,0,17,4205158147,130,160190641,11901,0,0,408
,9,10,2,3,243,7157,32,9,18,0,13,4205158147,131,245074733,7816,0,0,258
,5,6,3,3,437,11004,36,7,175,0,18,4205158147,132,144266633,14056,845,0,455
,14,10,8,3,504,20945,81,12,196,0,22,4205061260,0,310987518,21823,4130,0,494
,19,11,10,3,459,30097,36,11,189,0,23,4205061260,1,136266811,19874,2011,0,521
,19,10,2,3,391,19456,14,11,95,0,23,4205061260,2,160190641,16930,131,0,514
,18,8,5,3,288,6286,83,2,59,0,22,4205061260,3,135878060,12470,0,0,477
,19,8,29,3,452,31959,47,7,212,0,22,4205061260,4,151036726,19571,3336,0,495
,10,9,10,3,489,34032,70,15,189,0,24,4205061260,128,199879036,21173,828,1,617
,25,6,0,3,437,23000,75,7,98,0,23,4205061260,129,,18922,22,1,550
,31,12,1,3,284,20662,31,3,44,0,20,4205061260,130,86833341,12297,0,1,393
,21,8,5,3,602,47657,92,15,264,0,25,4205061260,131,154974084,26066,8696,1,764
,32,9,23,3,359,26401,51,6,124,0,22,4205061260,132,434210290,15544,378,1,486
,18,2,17,3,635,31200,63,12,244,0,25,4204985859,0,160190641,22860,6310,1,769
,5,4,9,3,776,23605,82,15,371,0,25,4204985859,1,390647492,27936,11249,1,964
,19,7,3,3,361,11425,121,4,57,0,16,4204985859,2,86833341,12996,120,1,352
,18,10,3,3,373,13407,79,7,60,0,18,4204985859,3,179302743,13428,251,1,415
,7,7,7,3,518,15586,114,6,206,0,22,4204985859,4,876612088,18648,3185,1,575
,7,6,8,3,480,34604,39,12,200,0,24,4204985859,128,368555439,17280,541,0,691
,16,8,9,3,443,7548,6,4,232,0,22,4204985859,129,136266811,15948,0,0,562
,18,10,1,3,235,20964,22,1,56,0,15,4204985859,130,136318455,8460,0,0,302
,14,14,3,3,296,14308,7,2,94,0,20,4204985859,131,372559258,10656,0,0,471
,10,7,23,3,388,28798,36,10,112,0,22,4204985859,132,145003690,13968,0,0,571
,13,5,16,3,435,11344,36,3,96,0,13,4204934299,0,136793466,10193,1542,1,358
,15,3,1,3,359,13354,110,2,44,0,14,4204934299,1,138858369,8412,499,1,409
,12,3,2,3,330,6692,86,4,23,0,12,4204934299,2,254489464,7733,648,1,311
,6,2,20,3,628,19509,4,13,144,0,17,4204934299,3,,14716,4453,1,549
,9,0,8,3,523,7816,77,5,131,0,16,4204934299,4,136266811,12255,10445,1,486
,4,6,2,3,235,8115,85,3,33,0,12,4204934299,128,135691112,5506,0,0,311
,3,7,7,3,326,11328,9,1,99,0,12,4204934299,129,272953288,7639,39,0,323
,3,4,2,3,347,9858,17,2,123,0,13,4204934299,130,390647492,8131,80,0,372
,1,5,6,3,271,8274,3,7,32,0,11,4204934299,131,250475445,6350,0,0,260
,4,5,4,3,309,10808,99,0,110,0,12,4204934299,132,269144960,7240,0,0,316
,18,3,3,3,320,1427,83,0,73,0,15,4204870975,0,,10325,912,1,346
,14,5,16,3,586,23843,104,8,176,0,25,4204870975,1,381496267,18908,7820,1,847
,18,5,1,3,518,24150,110,8,118,0,21,4204870975,2,308370718,16714,450,1,597
,6,3,11,3,588,23571,70,14,167,0,22,4204870975,3,386879872,18972,5224,1,648
,18,3,12,3,537,20206,9,12,138,0,22,4204870975,4,136266811,17327,3220,1,631
,7,6,11,3,435,12598,12,4,208,0,19,4204870975,128,165321609,14036,363,0,496
,3,10,9,3,356,9784,74,5,123,0,18,4204870975,129,179714558,11486,443,0,449
,7,4,0,3,258,8416,111,5,23,0,18,4204870975,130,,8324,0,0,458
,8,12,10,3,301,15810,2,1,123,0,16,4204870975,131,220754193,9712,107,0,358
,11,12,3,3,231,6050,85,1,35,0,14,4204870975,132,340916923,7453,0,0,310
,11,7,4,3,316,16940,119,8,63,0,21,4205385884,0,113800818,13724,105,0,426
,17,9,3,3,315,11104,88,7,60,0,20,4205385884,1,,13681,131,0,411
,14,5,3,3,404,17586,27,5,189,0,23,4205385884,2,323850987,17547,3696,0,547
,18,10,12,3,592,74500,34,13,372,0,25,4205385884,3,347258659,25712,0,0,626
,19,9,15,3,495,56487,36,8,274,0,25,4205385884,4,197737818,21499,1144,0,640
,23,8,2,3,444,9443,112,5,93,0,24,4205385884,128,868649910,19284,80,1,570
,15,10,12,3,542,21127,81,8,249,0,23,4205385884,129,129748056,23540,814,1,550
,24,10,1,3,291,14040,91,2,39,0,22,4205385884,130,135384059,12639,504,1,509
,16,10,9,3,557,27884,99,5,294,0,25,4205385884,131,112971100,24192,1425,1,638
,6,6,1,3,757,22499,82,18,451,0,25,4205385884,132,227485051,32879,13255,1,889
,8,0,18,3,689,15845,77,11,154,0,19,4205091790,0,227485051,16914,13765,1,651
,12,5,6,3,445,17902,99,3,96,0,14,4205091790,1,106536719,10924,1204,1,369
,9,7,19,3,291,6977,50,1,31,0,13,4205091790,2,141278621,7144,146,1,347
,6,4,8,3,687,27604,48,13,176,0,18,4205091790,3,411596849,16865,6736,1,581
,13,7,2,3,354,6085,91,2,43,0,15,4205091790,4,,8690,626,1,447
,7,12,0,3,209,9831,66,3,29,0,8,4205091790,128,157054028,5130,604,0,163
,7,3,2,3,241,13253,119,6,17,0,12,4205091790,129,110658163,5916,0,0,292
,10,5,8,3,329,18963,110,3,61,0,13,4205091790,130,129735525,8076,135,0,349
,4,8,2,3,707,20861,73,3,190,0,17,4205091790,131,347258659,17356,119,0,528
,10,2,6,3,432,15691,67,5,138,0,17,4205091790,132,125393316,10605,116,0,562
,2,6,11,3,326,6081,19,1,107,0,13,4204761666,0,138105639,8562,831,0,319
,7,9,11,3,269,5167,88,0,51,0,12,4204761666,1,452376367,7065,46,0,270
,2,10,2,3,315,12293,45,2,87,0,14,4204761666,2,171337923,8274,685,0,344
,3,8,3,3,243,6164,20,2,37,0,12,4204761666,3,173880329,6382,179,0,268
,3,1,6,3,635,11282,8,6,237,0,20,4204761666,4,376376587,16679,6229,0,652
,17,3,6,3,431,11422,121,5,61,0,15,4204761666,128,105989125,11320,1683,1,433
,16,1,36,3,427,17238,51,10,64,0,15,4204761666,129,347258659,11215,1959,1,397
,4,3,12,3,504,6729,114,2,189,0,16,4204761666,130,339517940,13238,1281,1,446
,11,1,17,3,618,18035,92,13,128,0,19,4204761666,131,118134220,16232,16478,1,605
,20,4,3,3,336,11296,75,4,15,0,15,4204761666,132,249835593,8825,2218,1,415
,13,10,1,3,329,9956,121,1,80,1,15,4203562372,0,198161112,9639,0,0,347
,7,9,5,3,381,9923,114,9,127,0,15,4203562372,1,399885807,11163,168,0,378
,7,8,2,3,435,11033,82,4,182,1,23,4203562372,2,,12745,597,0,779
,14,7,1,3,231,10148,64,2,41,0,14,4203562372,3,,6768,60,0,326
,7,7,12,3,551,21237,21,15,157,0,20,4203562372,4,364481959,16144,58,0,590
,6,6,16,3,434,13819,19,8,112,0,18,4203562372,128,169328557,12716,1026,1,479
,6,4,21,3,718,32250,25,17,222,0,25,4203562372,129,154697606,21037,3574,1,1044
,17,8,3,3,371,8932,86,5,56,0,19,4203562372,130,101259972,10870,239,1,558
,10,3,11,3,701,20591,48,10,274,0,22,4203562372,131,347258659,20539,12182,1,728
,12,11,3,3,262,8623,78,1,30,0,13,4203562372,132,157054028,7676,662,1,291
,14,7,11,3,315,20860,79,5,119,0,17,4203152703,0,347258659,11172,0,0,383
,14,7,8,3,276,14500,119,9,34,0,15,4203152703,1,246523528,9788,13,0,316
,7,5,0,3,286,8871,78,4,82,0,15,4203152703,2,100598959,10143,141,0,310
,8,2,6,3,431,15406,63,8,191,0,22,4203152703,3,358934489,15286,2064,0,609
,8,4,26,3,436,15485,76,3,234,0,21,4203152703,4,139822354,15463,435,0,544
,8,2,8,3,734,12586,109,4,391,0,23,4203152703,128,129748056,26032,14147,1,681
,8,11,2,3,301,6606,84,2,11,0,16,4203152703,129,138156849,10675,124,1,335
,12,5,9,3,469,23316,45,6,132,0,20,4203152703,130,372836652,16633,5582,1,496
,16,7,2,3,410,18795,110,4,59,0,19,4203152703,131,164530809,14541,611,1,455
,5,4,6,3,532,17253,2,9,197,0,22,4203152703,132,395832879,18868,906,1,619
,10,6,1,3,214,6971,23,4,7,0,14,4205436508,0,370685087,6191,0,0,347
,5,10,3,3,337,7702,17,4,118,0,15,4205436508,1,301830528,9750,228,0,389
,14,11,30,3,333,21246,35,4,110,0,16,4205436508,2,138242291,9634,0,0,412
,2,10,12,3,459,17372,110,10,98,0,17,4205436508,3,165856796,13280,140,0,483
,9,7,1,3,250,11586,14,5,44,0,15,4205436508,4,145829330,7233,0,0,392
,18,5,7,3,350,9689,88,4,10,0,17,4205436508,128,127400942,10126,86,1,468
,8,8,7,3,474,6328,42,3,117,0,18,4205436508,129,362540669,13714,937,1,499
,7,4,26,3,729,28035,6,21,195,0,23,4205436508,130,,21092,12445,1,782
,9,8,17,3,583,17430,52,10,176,0,19,4205436508,131,350168433,16868,3572,1,563
,19,5,1,3,382,10164,75,5,42,0,15,4205436508,132,432999039,11052,1453,1,380
,15,4,14,3,621,17821,48,7,314,0,23,4204905226,0,863806404,21952,11468,1,679
,12,3,14,3,566,31707,36,14,222,0,24,4204905226,1,350168433,20008,1687,1,715
,16,5,8,3,463,21290,13,10,174,0,19,4204905226,2,350185582,16367,453,1,453
,21,6,10,3,454,16548,121,11,93,0,22,4204905226,3,380250978,16048,387,1,595
,20,7,1,3,263,10548,20,4,13,0,17,4204905226,4,187166690,9297,574,1,366
,8,7,19,3,431,19682,19,6,188,0,23,4204905226,128,845331585,15235,889,0,660
,12,4,6,3,472,16485,67,6,225,0,23,4204905226,129,466184184,16685,164,0,631
,6,10,5,3,252,10515,21,4,53,0,15,4204905226,130,350988269,8908,0,0,295
,9,12,1,3,353,9362,2,6,108,0,18,4204905226,131,,12478,0,0,432
,8,15,5,3,288,6955,30,2,76,0,17,4204905226,132,197202619,10180,0,0,393
,14,8,3,3,301,5947,30,2,31,0,16,4204847043,0,863806404,8934,1550,1,385
,9,5,36,3,543,15396,10,5,152,0,21,4204847043,1,350168433,16118,5614,1,672
,9,4,7,3,460,10142,104,1,166,0,18,4204847043,2,350185582,13654,2276,1,475
,4,2,16,3,806,35309,114,27,215,0,25,4204847043,3,380250978,23924,8211,1,924
,4,4,1,3,273,6895,21,3,33,0,11,4204847043,4,187166690,8103,789,1,213
,4,6,16,3,419,19011,39,11,135,0,18,4204847043,128,165107932,12437,749,0,491
,6,12,2,3,205,6824,9,2,42,0,12,4204847043,129,194177152,6085,375,0,241
,5,5,0,3,199,9827,31,3,31,0,14,4204847043,130,76777191,5906,0,0,302
,7,8,6,3,341,11510,67,3,129,0,15,4204847043,131,86783455,10122,0,0,380
,12,7,5,3,247,10146,88,3,32,0,14,4204847043,132,172289299,7331,0,0,298
,8,2,13,3,484,10159,70,3,169,0,18,4204665191,0,373046523,15455,4829,1,461
,4,4,9,3,448,9017,25,4,177,0,18,4204665191,1,,14306,1993,1,456
,13,0,3,3,271,3221,37,0,45,0,19,4204665191,2,127400942,8653,1096,1,495
,8,8,4,3,290,5572,7,2,44,0,15,4204665191,3,219746283,9260,294,1,325
,3,1,52,3,734,27714,10,12,285,0,23,4204665191,4,350168433,23439,8693,1,756
,9,4,6,3,387,7021,97,0,182,3,18,4204665191,128,336636285,12358,1029,0,455
,7,6,1,3,451,12587,67,3,213,0,19,4204665191,129,239642351,14401,16,0,489
,1,2,6,3,505,18347,106,8,203,0,20,4204665191,130,354487011,16126,601,0,556
,5,5,3,3,223,3627,86,1,26,0,12,4204665191,131,339282454,7121,124,0,224
,5,4,0,3,307,10055,110,3,60,0,15,4204665191,132,406507876,9803,0,0,324
,17,9,12,3,351,11176,96,2,199,0,23,4204597404,0,373046523,17725,231,1,449
,20,6,5,3,310,13874,27,4,110,0,24,4204597404,1,,15655,2278,1,518
,8,7,22,3,535,43595,70,18,313,0,25,4204597404,2,127400942,27017,1964,1,648
,17,7,3,3,400,12763,121,4,161,0,23,4204597404,3,219746283,20200,98,1,468
,8,9,26,3,697,48810,11,18,443,0,25,4204597404,4,350168433,35198,5931,1,767
,13,14,8,3,512,26070,23,8,363,0,25,4204597404,128,131124334,25856,0,0,673
,15,9,0,3,469,17371,47,10,274,0,25,4204597404,129,183380835,23684,1059,0,574
,23,8,1,3,340,14017,52,3,138,0,22,4204597404,130,438542251,17170,0,0,436
,12,6,20,3,491,34785,54,12,300,0,25,4204597404,131,319907808,24795,83,0,601
,18,9,2,3,305,11442,88,2,63,0,23,4204597404,132,169550176,15402,0,0,441
,8,5,1,2,224,8917,79,4,24,0,13,4203336876,0,102914010,6469,196,0,298
,8,7,7,2,268,8151,96,0,106,0,14,4203336876,1,194624542,7740,0,0,346
,4,6,2,2,277,11489,110,3,54,0,15,4203336876,2,124168390,8000,55,0,381
,4,5,5,2,402,14966,25,2,167,0,16,4203336876,3,210287979,11611,1554,0,438
,6,8,6,2,525,9645,48,5,233,0,19,4203336876,4,236322966,15163,614,0,561
,8,3,15,2,501,9741,81,8,144,0,18,4203336876,128,138543123,14470,1216,1,495
,6,1,12,2,703,18407,109,12,258,0,21,4203336876,129,168028715,20304,6871,1,674
,13,3,2,2,353,9300,112,3,37,0,16,4203336876,130,117731777,10195,71,1,420
,15,3,1,2,287,6477,84,0,16,0,17,4203336876,131,108717482,8289,24,1,459
,9,4,25,2,508,13746,4,7,184,0,18,4203336876,132,124936122,14672,2228,1,502
,13,5,8,2,625,31373,67,15,267,0,24,4203231316,0,236322966,22093,1461,1,724
,17,4,5,2,281,9191,84,3,22,0,17,4203231316,1,124168390,9933,405,1,391
,19,4,4,2,458,13925,9,4,195,0,21,4203231316,2,194624542,16190,572,1,539
,16,3,8,2,682,26433,46,10,365,0,25,4203231316,3,210287979,24108,3802,1,774
,19,2,2,2,271,9557,79,4,24,0,21,4203231316,4,102914010,9579,819,1,545
,10,4,16,2,436,15658,54,3,214,0,20,4203231316,128,168028715,15412,617,0,499
,8,8,2,2,264,10155,110,2,64,0,15,4203231316,129,117731777,9332,18,0,308
,9,8,7,2,511,13370,17,3,291,1,21,4203231316,130,124936122,18063,317,0,528
,11,9,2,2,214,4636,3,1,35,0,14,4203231316,131,108717482,7564,16,0,258
,4,7,3,2,389,13708,2,9,156,0,17,4203231316,132,138543123,13751,384,0,367
,5,2,3,2,568,12380,77,4,187,0,20,4203149071,0,168028715,16737,12453,1,592
,12,4,4,2,299,6253,3,1,37,0,14,4203149071,1,108717482,8810,326,1,322
,10,2,0,2,279,6716,64,2,23,0,15,4203149071,2,117731777,8221,1037,1,350
